date,customer_code,market,product_code,product,variant,sold_quantity,gross_price,total_gross_sales,pre_invoice_discount_pct,net_inoice_sales,post_invoice_deduction,net_sales
2018-08-01,80001019,China,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,6,15.3952,92.37,0.2815,66.367845,0.3030,46.2583879650
2017-10-01,70027208,Brazil,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,5,15.3952,76.98,0.1896,62.384592,0.3096,43.0703223168
2017-11-01,70027208,Brazil,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,5,15.3952,76.98,0.1896,62.384592,0.3395,41.2050230160
2017-12-01,70027208,Brazil,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,3,15.3952,46.19,0.1896,37.432376,0.2868,26.6967705632
2018-02-01,70027208,Brazil,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,10,15.3952,153.95,0.1896,124.761080,0.3311,83.4526864120
2018-03-01,70027208,Brazil,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,11,15.3952,169.35,0.1896,137.241240,0.3692,86.5717741920
2018-04-01,70027208,Brazil,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,10,15.3952,153.95,0.1896,124.761080,0.3339,83.1033553880
2018-06-01,70027208,Brazil,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,4,15.3952,61.58,0.1896,49.904432,0.3923,30.3269233264
2018-07-01,70027208,Brazil,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,8,15.3952,123.16,0.1896,99.808864,0.3687,63.0093358432
2018-08-01,70027208,Brazil,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,2,15.3952,30.79,0.1896,24.952216,0.3190,16.9924590960
2017-10-01,70023032,Canada,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,3,15.3952,46.19,0.2999,32.337619,0.2869,23.0599561089
2017-11-01,70023032,Canada,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,5,15.3952,76.98,0.2999,53.893698,0.2804,38.7819050808
2017-12-01,70023032,Canada,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,9,15.3952,138.56,0.2999,97.005856,0.3657,61.5308144608
2018-02-01,70023032,Canada,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,1,15.3952,15.40,0.2999,10.781540,0.3283,7.2419604180
2018-03-01,70023032,Canada,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,1,15.3952,15.40,0.2999,10.781540,0.3319,7.2031468740
2018-04-01,70023032,Canada,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,1,15.3952,15.40,0.2999,10.781540,0.3156,7.3788859760
2018-06-01,70023032,Canada,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,4,15.3952,61.58,0.2999,43.112158,0.3188,29.3680020296
2018-07-01,70023032,Canada,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,4,15.3952,61.58,0.2999,43.112158,0.2748,31.2649369816
2018-08-01,70023032,Canada,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,1,15.3952,15.40,0.2999,10.781540,0.3391,7.1255197860
2017-09-01,70023031,Canada,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,4,15.3952,61.58,0.1008,55.372736,0.3288,37.1661804032
2017-11-01,70023031,Canada,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,7,15.3952,107.77,0.1008,96.906784,0.3363,64.3170325408
2017-12-01,70023031,Canada,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,8,15.3952,123.16,0.1008,110.745472,0.2830,79.4045034240
2018-01-01,70023031,Canada,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,4,15.3952,61.58,0.1008,55.372736,0.3295,37.1274194880
2018-03-01,70023031,Canada,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,2,15.3952,30.79,0.1008,27.686368,0.3192,18.8488793344
2018-04-01,70023031,Canada,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,2,15.3952,30.79,0.1008,27.686368,0.3330,18.4668074560
2018-05-01,70023031,Canada,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,3,15.3952,46.19,0.1008,41.534048,0.3167,28.3802149984
2018-07-01,70023031,Canada,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,4,15.3952,61.58,0.1008,55.372736,0.3347,36.8394812608
2018-08-01,70023031,Canada,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,1,15.3952,15.40,0.1008,13.847680,0.3378,9.1699336960
2017-09-01,70022085,USA,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,20,15.3952,307.90,0.2025,245.550250,0.2476,184.7520081000
2017-10-01,70022085,USA,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,28,15.3952,431.07,0.2025,343.778325,0.2301,264.6749324175
2017-11-01,70022085,USA,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,37,15.3952,569.62,0.2025,454.271950,0.2435,343.6567301750
2018-01-01,70022085,USA,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,7,15.3952,107.77,0.2025,85.946575,0.2614,63.4801402950
2018-02-01,70022085,USA,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,16,15.3952,246.32,0.2025,196.440200,0.2396,149.3731280800
2018-03-01,70022085,USA,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,12,15.3952,184.74,0.2025,147.330150,0.2289,113.6062786650
2018-05-01,70022085,USA,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,13,15.3952,200.14,0.2025,159.611650,0.2774,115.3353782900
2018-06-01,70022085,USA,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,35,15.3952,538.83,0.2025,429.716925,0.2690,314.1230721750
2018-07-01,70022085,USA,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,30,15.3952,461.86,0.2025,368.333350,0.2547,274.5188457550
2017-10-01,70022084,USA,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,26,15.3952,400.28,0.0589,376.703508,0.2599,278.7982662708
2017-11-01,70022084,USA,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,50,15.3952,769.76,0.0589,724.421136,0.2829,519.4823966256
2017-12-01,70022084,USA,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,24,15.3952,369.48,0.0589,347.717628,0.2769,251.4346168068
2018-02-01,70022084,USA,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,32,15.3952,492.65,0.0589,463.632915,0.2765,335.4384140025
2018-03-01,70022084,USA,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,35,15.3952,538.83,0.0589,507.092913,0.2801,365.0561880687
2018-04-01,70022084,USA,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,33,15.3952,508.04,0.0589,478.116444,0.2816,343.4788533696
2018-06-01,70022084,USA,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,8,15.3952,123.16,0.0589,115.905876,0.2498,86.9525881752
2018-07-01,70022084,USA,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,21,15.3952,323.30,0.0589,304.257630,0.3049,211.4894786130
2018-08-01,70022084,USA,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,18,15.3952,277.11,0.0589,260.788221,0.2982,183.0211734978
2017-09-01,70016178,Poland,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,1,15.3952,15.40,0.1937,12.417020,0.2738,9.0172399240
2017-10-01,70016178,Poland,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,2,15.3952,30.79,0.1937,24.825977,0.2487,18.6517565201
2017-12-01,70016178,Poland,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,3,15.3952,46.19,0.1937,37.242997,0.2625,27.4667102875
2018-01-01,70016178,Poland,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,1,15.3952,15.40,0.1937,12.417020,0.3083,8.5888527340
2018-02-01,70016178,Poland,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,1,15.3952,15.40,0.1937,12.417020,0.2859,8.8669939820
2018-04-01,70016178,Poland,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,1,15.3952,15.40,0.1937,12.417020,0.2267,9.6020815660
2018-05-01,70016178,Poland,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,1,15.3952,15.40,0.1937,12.417020,0.3112,8.5528433760
2018-06-01,70016178,Poland,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,1,15.3952,15.40,0.1937,12.417020,0.2546,9.2556467080
2018-08-01,70016178,Poland,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,1,15.3952,15.40,0.1937,12.417020,0.2740,9.0147565200
2017-10-01,70016177,Poland,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,2,15.3952,30.79,0.0856,28.154376,0.2309,21.6535305816
2017-11-01,70016177,Poland,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,2,15.3952,30.79,0.0856,28.154376,0.2744,20.4288152256
2018-01-01,70016177,Poland,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,1,15.3952,15.40,0.0856,14.081760,0.3120,9.6882508800
2018-03-01,70016177,Poland,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,1,15.3952,15.40,0.0856,14.081760,0.2794,10.1473162560
2018-05-01,70016177,Poland,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,1,15.3952,15.40,0.0856,14.081760,0.2398,10.7049539520
2018-06-01,70016177,Poland,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,1,15.3952,15.40,0.0856,14.081760,0.2646,10.3557263040
2017-09-01,70013126,Italy,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,1,15.3952,15.40,0.2501,11.548460,0.3685,7.2928524900
2017-10-01,70013126,Italy,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,4,15.3952,61.58,0.2501,46.178842,0.3348,30.7181656984
2017-12-01,70013126,Italy,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,4,15.3952,61.58,0.2501,46.178842,0.3205,31.3785231390
2018-01-01,70013126,Italy,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,2,15.3952,30.79,0.2501,23.089421,0.3275,15.5276356225
2018-02-01,70013126,Italy,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,1,15.3952,15.40,0.2501,11.548460,0.3034,8.0446572360
2018-04-01,70013126,Italy,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,1,15.3952,15.40,0.2501,11.548460,0.3652,7.3309624080
2018-05-01,70013126,Italy,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,2,15.3952,30.79,0.2501,23.089421,0.3516,14.9711805764
2018-08-01,70013126,Italy,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,3,15.3952,46.19,0.2501,34.637881,0.3459,22.6566379621
2017-09-01,70013125,Italy,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,1,15.3952,15.40,0.0587,14.496020,0.3190,9.8717896200
2017-10-01,70013125,Italy,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,1,15.3952,15.40,0.0587,14.496020,0.3253,9.7804646940
2017-11-01,70013125,Italy,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,4,15.3952,61.58,0.0587,57.965254,0.4091,34.2516685886
2018-01-01,70013125,Italy,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,2,15.3952,30.79,0.0587,28.982627,0.2949,20.4356502977
2018-02-01,70013125,Italy,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,2,15.3952,30.79,0.0587,28.982627,0.3764,18.0735661972
2018-03-01,70013125,Italy,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,3,15.3952,46.19,0.0587,43.478647,0.3452,28.4698180556
2018-05-01,70013125,Italy,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,1,15.3952,15.40,0.0587,14.496020,0.3785,9.0092764300
2018-06-01,70013125,Italy,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,1,15.3952,15.40,0.0587,14.496020,0.3451,9.4934434980
2018-07-01,70013125,Italy,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,1,15.3952,15.40,0.0587,14.496020,0.3466,9.4716994680
2017-09-01,70011194,France,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,4,15.3952,61.58,0.2046,48.980732,0.2888,34.8350965984
2017-10-01,70011194,France,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,8,15.3952,123.16,0.2046,97.961464,0.2813,70.4049041768
2017-12-01,70011194,France,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,7,15.3952,107.77,0.2046,85.720258,0.2877,61.0585397734
2018-01-01,70011194,France,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,4,15.3952,61.58,0.2046,48.980732,0.2474,36.8628989032
2018-02-01,70011194,France,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,5,15.3952,76.98,0.2046,61.229892,0.2583,45.4142108964
2018-04-01,70011194,France,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,3,15.3952,46.19,0.2046,36.739526,0.2784,26.5112419616
2018-05-01,70011194,France,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,9,15.3952,138.56,0.2046,110.210624,0.2898,78.2715851648
2018-06-01,70011194,France,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,2,15.3952,30.79,0.2046,24.490366,0.2956,17.2510138104
2018-08-01,70011194,France,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,4,15.3952,61.58,0.2046,48.980732,0.3150,33.5518014200
2017-09-01,70011193,France,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,10,15.3952,153.95,0.0521,145.929205,0.2301,112.3508949295
2017-10-01,70011193,France,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,13,15.3952,200.14,0.0521,189.712706,0.2344,145.2440477136
2017-11-01,70011193,France,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,5,15.3952,76.98,0.0521,72.969342,0.2338,55.9091098404
2018-01-01,70011193,France,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,11,15.3952,169.35,0.0521,160.526865,0.2568,119.3035660680
2018-02-01,70011193,France,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,1,15.3952,15.40,0.0521,14.597660,0.2286,11.2606349240
2018-03-01,70011193,France,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,6,15.3952,92.37,0.0521,87.557523,0.2845,62.6474077065
2018-05-01,70011193,France,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,14,15.3952,215.53,0.0521,204.300887,0.3269,137.5149270397
2018-06-01,70011193,France,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,11,15.3952,169.35,0.0521,160.526865,0.2871,114.4396020585
2018-07-01,70011193,France,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,12,15.3952,184.74,0.0521,175.115046,0.3137,120.1814560698
2017-09-01,70008170,Australia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,5,15.3952,76.98,0.1896,62.384592,0.3189,42.4901456112
2017-10-01,70008170,Australia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,22,15.3952,338.69,0.1896,274.474376,0.3308,183.6782524192
2017-12-01,70008170,Australia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,25,15.3952,384.88,0.1896,311.906752,0.3568,200.6184228864
2018-01-01,70008170,Australia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,19,15.3952,292.51,0.1896,237.050104,0.3600,151.7120665600
2018-02-01,70008170,Australia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,9,15.3952,138.56,0.1896,112.289024,0.3752,70.1581821952
2018-04-01,70008170,Australia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,12,15.3952,184.74,0.1896,149.713296,0.3534,96.8046171936
2018-05-01,70008170,Australia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,9,15.3952,138.56,0.1896,112.289024,0.3528,72.6734563328
2018-06-01,70008170,Australia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,12,15.3952,184.74,0.1896,149.713296,0.3282,100.5773922528
2018-08-01,70008170,Australia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,6,15.3952,92.37,0.1896,74.856648,0.3373,49.6075006296
2017-09-01,70008169,Australia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,22,15.3952,338.69,0.0953,306.412843,0.3129,210.5362644253
2017-10-01,70008169,Australia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,4,15.3952,61.58,0.0953,55.711426,0.3643,35.4157535082
2017-11-01,70008169,Australia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,31,15.3952,477.25,0.0953,431.768075,0.3523,279.6561821775
2018-01-01,70008169,Australia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,8,15.3952,123.16,0.0953,111.422852,0.3866,68.3467774168
2018-02-01,70008169,Australia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,13,15.3952,200.14,0.0953,181.066658,0.3692,114.2168478664
2018-03-01,70008169,Australia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,4,15.3952,61.58,0.0953,55.711426,0.3716,35.0090600984
2018-05-01,70008169,Australia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,9,15.3952,138.56,0.0953,125.355232,0.3542,80.9544088256
2018-06-01,70008169,Australia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,10,15.3952,153.95,0.0953,139.278565,0.2781,100.5451960735
2018-07-01,70008169,Australia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,18,15.3952,277.11,0.0953,250.701417,0.3080,173.4853805640
2017-09-01,70007199,"South Korea",A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,34,15.3952,523.44,0.2551,389.910456,0.4168,227.3957779392
2017-11-01,70007199,"South Korea",A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,68,15.3952,1046.87,0.2551,779.813463,0.4008,467.2642270296
2017-12-01,70007199,"South Korea",A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,47,15.3952,723.57,0.2551,538.987293,0.4189,313.2055159623
2018-01-01,70007199,"South Korea",A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,7,15.3952,107.77,0.2551,80.277873,0.4020,48.0061680540
2018-03-01,70007199,"South Korea",A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,44,15.3952,677.39,0.2551,504.587811,0.4567,274.1425577163
2018-04-01,70007199,"South Korea",A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,12,15.3952,184.74,0.2551,137.612826,0.4391,77.1870341034
2018-05-01,70007199,"South Korea",A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,39,15.3952,600.41,0.2551,447.245409,0.3387,295.7633889717
2018-07-01,70007199,"South Korea",A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,48,15.3952,738.97,0.2551,550.458753,0.3646,349.7614916562
2018-08-01,70007199,"South Korea",A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,26,15.3952,400.28,0.2551,298.168572,0.4440,165.7817260320
2017-09-01,70007198,"South Korea",A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,29,15.3952,446.46,0.0700,415.207800,0.3343,276.4038324600
2017-10-01,70007198,"South Korea",A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,12,15.3952,184.74,0.0700,171.808200,0.3352,114.2180913600
2017-12-01,70007198,"South Korea",A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,53,15.3952,815.95,0.0700,758.833500,0.3738,475.1815377000
2018-01-01,70007198,"South Korea",A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,11,15.3952,169.35,0.0700,157.495500,0.3850,96.8597325000
2018-02-01,70007198,"South Korea",A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,26,15.3952,400.28,0.0700,372.260400,0.3690,234.8963124000
2018-04-01,70007198,"South Korea",A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,29,15.3952,446.46,0.0700,415.207800,0.3639,264.1136815800
2018-05-01,70007198,"South Korea",A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,34,15.3952,523.44,0.0700,486.799200,0.4314,276.7940251200
2018-06-01,70007198,"South Korea",A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,45,15.3952,692.78,0.0700,644.285400,0.4164,376.0049594400
2018-08-01,70007198,"South Korea",A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,10,15.3952,153.95,0.0700,143.173500,0.3645,90.9867592500
